label,sample,height,del13C,del18O,lab,biozone,biozone label,reference,locality,geographic location,standard material,temperature during sample digestion ,reference,sample material,external repr. del13C,external repr. del18O,latitude,longitude
"Abadeh (Korte et al., 2004)",56,-77,2.02,-5.71,Bochum,C. yini,E,"Korte, C., Kozur, H. W., Joachimski, M. M., Strauss, H., Veizer, J., and Schwark, L.: Carbon, sulfur, oxygen and strontium isotope records, organic geochemistry and biostratigraphy across the Permian/Triassic boundary in Abadeh, Iran, International Journal of Earth Sciences, 93, 565–581, doi:10.1007/s00531-004-0406-7, http://link.springer.com/10.1007/s00531-004-0406-7, 2004b.",Abadeh,Iran,RUB-CS,72,VPDB,bulk carbonate,0.08,0.01,32.5343,53.1217
"Abadeh (Korte et al., 2004)",55,-80,1.92,-6.45,Insbruck,C. yini,E,"Korte, C., Kozur, H. W., Joachimski, M. M., Strauss, H., Veizer, J., and Schwark, L.: Carbon, sulfur, oxygen and strontium isotope records, organic geochemistry and biostratigraphy across the Permian/Triassic boundary in Abadeh, Iran, International Journal of Earth Sciences, 93, 565–581, doi:10.1007/s00531-004-0406-7, http://link.springer.com/10.1007/s00531-004-0406-7, 2004b.",Abadeh,Iran,RUB-CS,72,VPDB,bulk carbonate,0.05,0.05,32.5343,53.1217
"Abadeh (Korte et al., 2004)",54,-88,1.84,-5.81,Insbruck,C. yini,E,"Korte, C., Kozur, H. W., Joachimski, M. M., Strauss, H., Veizer, J., and Schwark, L.: Carbon, sulfur, oxygen and strontium isotope records, organic geochemistry and biostratigraphy across the Permian/Triassic boundary in Abadeh, Iran, International Journal of Earth Sciences, 93, 565–581, doi:10.1007/s00531-004-0406-7, http://link.springer.com/10.1007/s00531-004-0406-7, 2004b.",Abadeh,Iran,RUB-CS,72,VPDB,bulk carbonate,0.05,0.05,32.5343,53.1217
"Abadeh (Korte et al., 2004)",53,-98,2.12,-6.05,Insbruck,C. yini,E,"Korte, C., Kozur, H. W., Joachimski, M. M., Strauss, H., Veizer, J., and Schwark, L.: Carbon, sulfur, oxygen and strontium isotope records, organic geochemistry and biostratigraphy across the Permian/Triassic boundary in Abadeh, Iran, International Journal of Earth Sciences, 93, 565–581, doi:10.1007/s00531-004-0406-7, http://link.springer.com/10.1007/s00531-004-0406-7, 2004b.",Abadeh,Iran,RUB-CS,72,VPDB,bulk carbonate,0.05,0.05,32.5343,53.1217
"Abadeh (Korte et al., 2004)",52,-138,2.03,-6.02,Bochum,C. yini,E,"Korte, C., Kozur, H. W., Joachimski, M. M., Strauss, H., Veizer, J., and Schwark, L.: Carbon, sulfur, oxygen and strontium isotope records, organic geochemistry and biostratigraphy across the Permian/Triassic boundary in Abadeh, Iran, International Journal of Earth Sciences, 93, 565–581, doi:10.1007/s00531-004-0406-7, http://link.springer.com/10.1007/s00531-004-0406-7, 2004b.",Abadeh,Iran,RUB-CS,72,VPDB,bulk carbonate,0.08,0.01,32.5343,53.1217
"Abadeh (Korte et al., 2004)",51,-148,2.49,-5.69,Insbruck,C. yini,E,"Korte, C., Kozur, H. W., Joachimski, M. M., Strauss, H., Veizer, J., and Schwark, L.: Carbon, sulfur, oxygen and strontium isotope records, organic geochemistry and biostratigraphy across the Permian/Triassic boundary in Abadeh, Iran, International Journal of Earth Sciences, 93, 565–581, doi:10.1007/s00531-004-0406-7, http://link.springer.com/10.1007/s00531-004-0406-7, 2004b.",Abadeh,Iran,RUB-CS,72,VPDB,bulk carbonate,0.05,0.05,32.5343,53.1217
"Abadeh (Korte et al., 2004)",50,-188,2.67,-5.52,Insbruck,C. yini,E,"Korte, C., Kozur, H. W., Joachimski, M. M., Strauss, H., Veizer, J., and Schwark, L.: Carbon, sulfur, oxygen and strontium isotope records, organic geochemistry and biostratigraphy across the Permian/Triassic boundary in Abadeh, Iran, International Journal of Earth Sciences, 93, 565–581, doi:10.1007/s00531-004-0406-7, http://link.springer.com/10.1007/s00531-004-0406-7, 2004b.",Abadeh,Iran,RUB-CS,72,VPDB,bulk carbonate,0.05,0.05,32.5343,53.1217
"Abadeh (Korte et al., 2004)",49,-228,2.81,-5.79,Insbruck,C. yini,E,"Korte, C., Kozur, H. W., Joachimski, M. M., Strauss, H., Veizer, J., and Schwark, L.: Carbon, sulfur, oxygen and strontium isotope records, organic geochemistry and biostratigraphy across the Permian/Triassic boundary in Abadeh, Iran, International Journal of Earth Sciences, 93, 565–581, doi:10.1007/s00531-004-0406-7, http://link.springer.com/10.1007/s00531-004-0406-7, 2004b.",Abadeh,Iran,RUB-CS,72,VPDB,bulk carbonate,0.05,0.05,32.5343,53.1217
"Abadeh (Korte et al., 2004)",48,-318,2.54,-6.26,Bochum,C. bachmanni,E,"Korte, C., Kozur, H. W., Joachimski, M. M., Strauss, H., Veizer, J., and Schwark, L.: Carbon, sulfur, oxygen and strontium isotope records, organic geochemistry and biostratigraphy across the Permian/Triassic boundary in Abadeh, Iran, International Journal of Earth Sciences, 93, 565–581, doi:10.1007/s00531-004-0406-7, http://link.springer.com/10.1007/s00531-004-0406-7, 2004b.",Abadeh,Iran,RUB-CS,72,VPDB,bulk carbonate,0.08,0.01,32.5343,53.1217
"Abadeh (Korte et al., 2004)",47,-353,3.26,-5.57,Insbruck,C. bachmanni,E,"Korte, C., Kozur, H. W., Joachimski, M. M., Strauss, H., Veizer, J., and Schwark, L.: Carbon, sulfur, oxygen and strontium isotope records, organic geochemistry and biostratigraphy across the Permian/Triassic boundary in Abadeh, Iran, International Journal of Earth Sciences, 93, 565–581, doi:10.1007/s00531-004-0406-7, http://link.springer.com/10.1007/s00531-004-0406-7, 2004b.",Abadeh,Iran,RUB-CS,72,VPDB,bulk carbonate,0.05,0.05,32.5343,53.1217
"Abadeh (Korte et al., 2004)",46,-388,3.58,-5.79,Insbruck,C. chanxingensis,D,"Korte, C., Kozur, H. W., Joachimski, M. M., Strauss, H., Veizer, J., and Schwark, L.: Carbon, sulfur, oxygen and strontium isotope records, organic geochemistry and biostratigraphy across the Permian/Triassic boundary in Abadeh, Iran, International Journal of Earth Sciences, 93, 565–581, doi:10.1007/s00531-004-0406-7, http://link.springer.com/10.1007/s00531-004-0406-7, 2004b.",Abadeh,Iran,RUB-CS,72,VPDB,bulk carbonate,0.05,0.05,32.5343,53.1217
"Abadeh (Korte et al., 2004)",45,-438,3.52,-5.76,Insbruck,C. chanxingensis,D,"Korte, C., Kozur, H. W., Joachimski, M. M., Strauss, H., Veizer, J., and Schwark, L.: Carbon, sulfur, oxygen and strontium isotope records, organic geochemistry and biostratigraphy across the Permian/Triassic boundary in Abadeh, Iran, International Journal of Earth Sciences, 93, 565–581, doi:10.1007/s00531-004-0406-7, http://link.springer.com/10.1007/s00531-004-0406-7, 2004b.",Abadeh,Iran,RUB-CS,72,VPDB,bulk carbonate,0.05,0.05,32.5343,53.1217
"Abadeh (Korte et al., 2004)",44,-468,3.66,-5.44,Insbruck,C. chanxingensis,D,"Korte, C., Kozur, H. W., Joachimski, M. M., Strauss, H., Veizer, J., and Schwark, L.: Carbon, sulfur, oxygen and strontium isotope records, organic geochemistry and biostratigraphy across the Permian/Triassic boundary in Abadeh, Iran, International Journal of Earth Sciences, 93, 565–581, doi:10.1007/s00531-004-0406-7, http://link.springer.com/10.1007/s00531-004-0406-7, 2004b.",Abadeh,Iran,RUB-CS,72,VPDB,bulk carbonate,0.05,0.05,32.5343,53.1217
"Abadeh (Korte et al., 2004)",42,-498,3.24,-5.89,Texas A&M university,C. subcarinata,C,"Korte, C., Kozur, H. W., Joachimski, M. M., Strauss, H., Veizer, J., and Schwark, L.: Carbon, sulfur, oxygen and strontium isotope records, organic geochemistry and biostratigraphy across the Permian/Triassic boundary in Abadeh, Iran, International Journal of Earth Sciences, 93, 565–581, doi:10.1007/s00531-004-0406-7, http://link.springer.com/10.1007/s00531-004-0406-7, 2004b.",Abadeh,Iran,RUB-CS,72,VPDB,bulk carbonate,NA,NA,32.5343,53.1217
"Abadeh (Korte et al., 2004)",41,-578,3.53,-5.39,Insbruck,C. subcarinata,C,"Korte, C., Kozur, H. W., Joachimski, M. M., Strauss, H., Veizer, J., and Schwark, L.: Carbon, sulfur, oxygen and strontium isotope records, organic geochemistry and biostratigraphy across the Permian/Triassic boundary in Abadeh, Iran, International Journal of Earth Sciences, 93, 565–581, doi:10.1007/s00531-004-0406-7, http://link.springer.com/10.1007/s00531-004-0406-7, 2004b.",Abadeh,Iran,RUB-CS,72,VPDB,bulk carbonate,0.05,0.05,32.5343,53.1217
"Abadeh (Korte et al., 2004)",40,-688,4.43,-3.11,Insbruck,C. subcarinata,C,"Korte, C., Kozur, H. W., Joachimski, M. M., Strauss, H., Veizer, J., and Schwark, L.: Carbon, sulfur, oxygen and strontium isotope records, organic geochemistry and biostratigraphy across the Permian/Triassic boundary in Abadeh, Iran, International Journal of Earth Sciences, 93, 565–581, doi:10.1007/s00531-004-0406-7, http://link.springer.com/10.1007/s00531-004-0406-7, 2004b.",Abadeh,Iran,RUB-CS,72,VPDB,bulk carbonate,0.05,0.05,32.5343,53.1217
"Abadeh (Korte et al., 2004)",38,-718,3.68,-5.85,Bochum,C. subcarinata,C,"Korte, C., Kozur, H. W., Joachimski, M. M., Strauss, H., Veizer, J., and Schwark, L.: Carbon, sulfur, oxygen and strontium isotope records, organic geochemistry and biostratigraphy across the Permian/Triassic boundary in Abadeh, Iran, International Journal of Earth Sciences, 93, 565–581, doi:10.1007/s00531-004-0406-7, http://link.springer.com/10.1007/s00531-004-0406-7, 2004b.",Abadeh,Iran,RUB-CS,72,VPDB,bulk carbonate,0.08,0.01,32.5343,53.1217
"Abadeh (Korte et al., 2004)",37,-778,NA,NA,NA,C. subcarinata,C,"Korte, C., Kozur, H. W., Joachimski, M. M., Strauss, H., Veizer, J., and Schwark, L.: Carbon, sulfur, oxygen and strontium isotope records, organic geochemistry and biostratigraphy across the Permian/Triassic boundary in Abadeh, Iran, International Journal of Earth Sciences, 93, 565–581, doi:10.1007/s00531-004-0406-7, http://link.springer.com/10.1007/s00531-004-0406-7, 2004b.",Abadeh,Iran,RUB-CS,72,VPDB,bulk carbonate,NA,NA,32.5343,53.1217
"Abadeh (Korte et al., 2004)",36,-828,3.86,-5.39,Insbruck,C. orientalis,B,"Korte, C., Kozur, H. W., Joachimski, M. M., Strauss, H., Veizer, J., and Schwark, L.: Carbon, sulfur, oxygen and strontium isotope records, organic geochemistry and biostratigraphy across the Permian/Triassic boundary in Abadeh, Iran, International Journal of Earth Sciences, 93, 565–581, doi:10.1007/s00531-004-0406-7, http://link.springer.com/10.1007/s00531-004-0406-7, 2004b.",Abadeh,Iran,RUB-CS,72,VPDB,bulk carbonate,0.05,0.05,32.5343,53.1217
"Abadeh (Korte et al., 2004)",35,-898,NA,NA,NA,C. orientalis,B,"Korte, C., Kozur, H. W., Joachimski, M. M., Strauss, H., Veizer, J., and Schwark, L.: Carbon, sulfur, oxygen and strontium isotope records, organic geochemistry and biostratigraphy across the Permian/Triassic boundary in Abadeh, Iran, International Journal of Earth Sciences, 93, 565–581, doi:10.1007/s00531-004-0406-7, http://link.springer.com/10.1007/s00531-004-0406-7, 2004b.",Abadeh,Iran,RUB-CS,72,VPDB,bulk carbonate,NA,NA,32.5343,53.1217
"Abadeh (Korte et al., 2004)",34,-968,3.95,-5.14,Insbruck,C. orientalis,B,"Korte, C., Kozur, H. W., Joachimski, M. M., Strauss, H., Veizer, J., and Schwark, L.: Carbon, sulfur, oxygen and strontium isotope records, organic geochemistry and biostratigraphy across the Permian/Triassic boundary in Abadeh, Iran, International Journal of Earth Sciences, 93, 565–581, doi:10.1007/s00531-004-0406-7, http://link.springer.com/10.1007/s00531-004-0406-7, 2004b.",Abadeh,Iran,RUB-CS,72,VPDB,bulk carbonate,0.05,0.05,32.5343,53.1217
"Abadeh (Korte et al., 2004)",33,-1058,3.86,-5.79,Insbruck,C. orientalis,B,"Korte, C., Kozur, H. W., Joachimski, M. M., Strauss, H., Veizer, J., and Schwark, L.: Carbon, sulfur, oxygen and strontium isotope records, organic geochemistry and biostratigraphy across the Permian/Triassic boundary in Abadeh, Iran, International Journal of Earth Sciences, 93, 565–581, doi:10.1007/s00531-004-0406-7, http://link.springer.com/10.1007/s00531-004-0406-7, 2004b.",Abadeh,Iran,RUB-CS,72,VPDB,bulk carbonate,0.05,0.05,32.5343,53.1217
"Abadeh (Korte et al., 2004)",32,-1208,4.05,-5.29,Bochum,C. orientalis,B,"Korte, C., Kozur, H. W., Joachimski, M. M., Strauss, H., Veizer, J., and Schwark, L.: Carbon, sulfur, oxygen and strontium isotope records, organic geochemistry and biostratigraphy across the Permian/Triassic boundary in Abadeh, Iran, International Journal of Earth Sciences, 93, 565–581, doi:10.1007/s00531-004-0406-7, http://link.springer.com/10.1007/s00531-004-0406-7, 2004b.",Abadeh,Iran,RUB-CS,72,VPDB,bulk carbonate,0.08,0.01,32.5343,53.1217
"Abadeh (Korte et al., 2004)",31,-1298,3.97,-5.49,Insbruck,C. orientalis,B,"Korte, C., Kozur, H. W., Joachimski, M. M., Strauss, H., Veizer, J., and Schwark, L.: Carbon, sulfur, oxygen and strontium isotope records, organic geochemistry and biostratigraphy across the Permian/Triassic boundary in Abadeh, Iran, International Journal of Earth Sciences, 93, 565–581, doi:10.1007/s00531-004-0406-7, http://link.springer.com/10.1007/s00531-004-0406-7, 2004b.",Abadeh,Iran,RUB-CS,72,VPDB,bulk carbonate,0.05,0.05,32.5343,53.1217
"Abadeh (Korte et al., 2004)",30,-1428,4.02,-5.21,Insbruck,C. orientalis,B,"Korte, C., Kozur, H. W., Joachimski, M. M., Strauss, H., Veizer, J., and Schwark, L.: Carbon, sulfur, oxygen and strontium isotope records, organic geochemistry and biostratigraphy across the Permian/Triassic boundary in Abadeh, Iran, International Journal of Earth Sciences, 93, 565–581, doi:10.1007/s00531-004-0406-7, http://link.springer.com/10.1007/s00531-004-0406-7, 2004b.",Abadeh,Iran,RUB-CS,72,VPDB,bulk carbonate,0.05,0.05,32.5343,53.1217
"Abadeh (Korte et al., 2004)",29,-1528,3.74,-5.73,Insbruck,C. orientalis,B,"Korte, C., Kozur, H. W., Joachimski, M. M., Strauss, H., Veizer, J., and Schwark, L.: Carbon, sulfur, oxygen and strontium isotope records, organic geochemistry and biostratigraphy across the Permian/Triassic boundary in Abadeh, Iran, International Journal of Earth Sciences, 93, 565–581, doi:10.1007/s00531-004-0406-7, http://link.springer.com/10.1007/s00531-004-0406-7, 2004b.",Abadeh,Iran,RUB-CS,72,VPDB,bulk carbonate,0.05,0.05,32.5343,53.1217
"Abadeh (Korte et al., 2004)",28,-1628,3.78,-5.17,Bochum,C. trancaucasica,A,"Korte, C., Kozur, H. W., Joachimski, M. M., Strauss, H., Veizer, J., and Schwark, L.: Carbon, sulfur, oxygen and strontium isotope records, organic geochemistry and biostratigraphy across the Permian/Triassic boundary in Abadeh, Iran, International Journal of Earth Sciences, 93, 565–581, doi:10.1007/s00531-004-0406-7, http://link.springer.com/10.1007/s00531-004-0406-7, 2004b.",Abadeh,Iran,RUB-CS,72,VPDB,bulk carbonate,0.08,0.01,32.5343,53.1217
"Abadeh (Korte et al., 2004)",27,-1698,3.61,-5.26,Insbruck,C. trancaucasica,A,"Korte, C., Kozur, H. W., Joachimski, M. M., Strauss, H., Veizer, J., and Schwark, L.: Carbon, sulfur, oxygen and strontium isotope records, organic geochemistry and biostratigraphy across the Permian/Triassic boundary in Abadeh, Iran, International Journal of Earth Sciences, 93, 565–581, doi:10.1007/s00531-004-0406-7, http://link.springer.com/10.1007/s00531-004-0406-7, 2004b.",Abadeh,Iran,RUB-CS,72,VPDB,bulk carbonate,0.05,0.05,32.5343,53.1217
"Abadeh (Korte et al., 2004)",26,-1798,3.48,-5.33,Insbruck,C. trancaucasica,A,"Korte, C., Kozur, H. W., Joachimski, M. M., Strauss, H., Veizer, J., and Schwark, L.: Carbon, sulfur, oxygen and strontium isotope records, organic geochemistry and biostratigraphy across the Permian/Triassic boundary in Abadeh, Iran, International Journal of Earth Sciences, 93, 565–581, doi:10.1007/s00531-004-0406-7, http://link.springer.com/10.1007/s00531-004-0406-7, 2004b.",Abadeh,Iran,RUB-CS,72,VPDB,bulk carbonate,0.05,0.05,32.5343,53.1217
"Abadeh (Korte et al., 2004)",25,-2298,3.5,-5.58,Insbruck,C. trancaucasica,A,"Korte, C., Kozur, H. W., Joachimski, M. M., Strauss, H., Veizer, J., and Schwark, L.: Carbon, sulfur, oxygen and strontium isotope records, organic geochemistry and biostratigraphy across the Permian/Triassic boundary in Abadeh, Iran, International Journal of Earth Sciences, 93, 565–581, doi:10.1007/s00531-004-0406-7, http://link.springer.com/10.1007/s00531-004-0406-7, 2004b.",Abadeh,Iran,RUB-CS,72,VPDB,bulk carbonate,0.05,0.05,32.5343,53.1217
"Abadeh (Korte et al., 2004)",24,-2498,4.47,-4.83,Insbruck,C. leveni,A,"Korte, C., Kozur, H. W., Joachimski, M. M., Strauss, H., Veizer, J., and Schwark, L.: Carbon, sulfur, oxygen and strontium isotope records, organic geochemistry and biostratigraphy across the Permian/Triassic boundary in Abadeh, Iran, International Journal of Earth Sciences, 93, 565–581, doi:10.1007/s00531-004-0406-7, http://link.springer.com/10.1007/s00531-004-0406-7, 2004b.",Abadeh,Iran,RUB-CS,72,VPDB,bulk carbonate,0.05,0.05,32.5343,53.1217
"Abadeh (Korte et al., 2004)",23,-2548,4.73,-5.41,Insbruck,C. leveni,A,"Korte, C., Kozur, H. W., Joachimski, M. M., Strauss, H., Veizer, J., and Schwark, L.: Carbon, sulfur, oxygen and strontium isotope records, organic geochemistry and biostratigraphy across the Permian/Triassic boundary in Abadeh, Iran, International Journal of Earth Sciences, 93, 565–581, doi:10.1007/s00531-004-0406-7, http://link.springer.com/10.1007/s00531-004-0406-7, 2004b.",Abadeh,Iran,RUB-CS,72,VPDB,bulk carbonate,0.05,0.05,32.5343,53.1217
"Abadeh (Korte et al., 2004)",22,-2618,4.63,-4.83,Texas A&M university,C. leveni,A,"Korte, C., Kozur, H. W., Joachimski, M. M., Strauss, H., Veizer, J., and Schwark, L.: Carbon, sulfur, oxygen and strontium isotope records, organic geochemistry and biostratigraphy across the Permian/Triassic boundary in Abadeh, Iran, International Journal of Earth Sciences, 93, 565–581, doi:10.1007/s00531-004-0406-7, http://link.springer.com/10.1007/s00531-004-0406-7, 2004b.",Abadeh,Iran,RUB-CS,72,VPDB,bulk carbonate,NA,NA,32.5343,53.1217
"Abadeh (Korte et al., 2004)",21,-2798,4.87,-4.94,Insbruck,C. leveni,A,"Korte, C., Kozur, H. W., Joachimski, M. M., Strauss, H., Veizer, J., and Schwark, L.: Carbon, sulfur, oxygen and strontium isotope records, organic geochemistry and biostratigraphy across the Permian/Triassic boundary in Abadeh, Iran, International Journal of Earth Sciences, 93, 565–581, doi:10.1007/s00531-004-0406-7, http://link.springer.com/10.1007/s00531-004-0406-7, 2004b.",Abadeh,Iran,RUB-CS,72,VPDB,bulk carbonate,0.05,0.05,32.5343,53.1217
"Abadeh (Korte et al., 2004)",20,-3248,3.94,-6.04,Insbruck,C. leveni,A,"Korte, C., Kozur, H. W., Joachimski, M. M., Strauss, H., Veizer, J., and Schwark, L.: Carbon, sulfur, oxygen and strontium isotope records, organic geochemistry and biostratigraphy across the Permian/Triassic boundary in Abadeh, Iran, International Journal of Earth Sciences, 93, 565–581, doi:10.1007/s00531-004-0406-7, http://link.springer.com/10.1007/s00531-004-0406-7, 2004b.",Abadeh,Iran,RUB-CS,72,VPDB,bulk carbonate,0.05,0.05,32.5343,53.1217
"Abadeh (Korte et al., 2004)",19,-3598,3.94,-5.17,Bochum,C. leveni,A,"Korte, C., Kozur, H. W., Joachimski, M. M., Strauss, H., Veizer, J., and Schwark, L.: Carbon, sulfur, oxygen and strontium isotope records, organic geochemistry and biostratigraphy across the Permian/Triassic boundary in Abadeh, Iran, International Journal of Earth Sciences, 93, 565–581, doi:10.1007/s00531-004-0406-7, http://link.springer.com/10.1007/s00531-004-0406-7, 2004b.",Abadeh,Iran,RUB-CS,72,VPDB,bulk carbonate,0.08,0.01,32.5343,53.1217
"Abadeh (Korte et al., 2004)",18,-4018,3.47,-6.35,Insbruck,C. leveni,A,"Korte, C., Kozur, H. W., Joachimski, M. M., Strauss, H., Veizer, J., and Schwark, L.: Carbon, sulfur, oxygen and strontium isotope records, organic geochemistry and biostratigraphy across the Permian/Triassic boundary in Abadeh, Iran, International Journal of Earth Sciences, 93, 565–581, doi:10.1007/s00531-004-0406-7, http://link.springer.com/10.1007/s00531-004-0406-7, 2004b.",Abadeh,Iran,RUB-CS,72,VPDB,bulk carbonate,0.05,0.05,32.5343,53.1217
"Abadeh (Korte et al., 2004)",17a,-4898,3.31,-7.46,Texas A&M university,C. niuzhuangensis,NA,"Korte, C., Kozur, H. W., Joachimski, M. M., Strauss, H., Veizer, J., and Schwark, L.: Carbon, sulfur, oxygen and strontium isotope records, organic geochemistry and biostratigraphy across the Permian/Triassic boundary in Abadeh, Iran, International Journal of Earth Sciences, 93, 565–581, doi:10.1007/s00531-004-0406-7, http://link.springer.com/10.1007/s00531-004-0406-7, 2004b.",Abadeh,Iran,RUB-CS,72,VPDB,bulk carbonate,NA,NA,32.5343,53.1217
"Abadeh (Korte et al., 2004)",17,-4998,3.49,-4.97,Insbruck,C. niuzhuangensis,NA,"Korte, C., Kozur, H. W., Joachimski, M. M., Strauss, H., Veizer, J., and Schwark, L.: Carbon, sulfur, oxygen and strontium isotope records, organic geochemistry and biostratigraphy across the Permian/Triassic boundary in Abadeh, Iran, International Journal of Earth Sciences, 93, 565–581, doi:10.1007/s00531-004-0406-7, http://link.springer.com/10.1007/s00531-004-0406-7, 2004b.",Abadeh,Iran,RUB-CS,72,VPDB,bulk carbonate,0.05,0.05,32.5343,53.1217
"Abadeh (Korte et al., 2004)",16,-5098,3.89,-5.09,Insbruck,C. niuzhuangensis,NA,"Korte, C., Kozur, H. W., Joachimski, M. M., Strauss, H., Veizer, J., and Schwark, L.: Carbon, sulfur, oxygen and strontium isotope records, organic geochemistry and biostratigraphy across the Permian/Triassic boundary in Abadeh, Iran, International Journal of Earth Sciences, 93, 565–581, doi:10.1007/s00531-004-0406-7, http://link.springer.com/10.1007/s00531-004-0406-7, 2004b.",Abadeh,Iran,RUB-CS,72,VPDB,bulk carbonate,0.05,0.05,32.5343,53.1217
"Abadeh (Korte et al., 2004)",15,-5098,3.29,-6.36,Insbruck,C. niuzhuangensis,NA,"Korte, C., Kozur, H. W., Joachimski, M. M., Strauss, H., Veizer, J., and Schwark, L.: Carbon, sulfur, oxygen and strontium isotope records, organic geochemistry and biostratigraphy across the Permian/Triassic boundary in Abadeh, Iran, International Journal of Earth Sciences, 93, 565–581, doi:10.1007/s00531-004-0406-7, http://link.springer.com/10.1007/s00531-004-0406-7, 2004b.",Abadeh,Iran,RUB-CS,72,VPDB,bulk carbonate,0.05,0.05,32.5343,53.1217
"Abadeh (Korte et al., 2004)",NA,NA,5,0,NA,NA,E,"Korte, C., Kozur, H. W., Joachimski, M. M., Strauss, H., Veizer, J., and Schwark, L.: Carbon, sulfur, oxygen and strontium isotope records, organic geochemistry and biostratigraphy across the Permian/Triassic boundary in Abadeh, Iran, International Journal of Earth Sciences, 93, 565–581, doi:10.1007/s00531-004-0406-7, http://link.springer.com/10.1007/s00531-004-0406-7, 2004b.",Abadeh,Iran,RUB-CS,72,VPDB,bulk carbonate,0.05,0.05,32.5343,53.1217
"Abadeh (Richoz et al., 2010)",5,-3480,3.62,-5.52,Graz,C. leveni,A,"Richoz, S., Krystyn, L., Baud, A., Brandner, R., Horacek, M., and Mohtat-Aghai, P.: Permian–Triassic boundary interval in the Middle East (Iran and N. Oman): Progressive environmental change from detailed carbonate carbon isotope marine curve and sedimentary evolution, Journal of Asian Earth Sciences, 39, 236–253, doi:10.1016/j.jseaes.2009.12.014, http://linkinghub.elsevier.com/retrieve/pii/S1367912009002685, 2010",Abadeh,Iran,NA,NA,VPDB,micrite bulk carbonate,0.1,0.1,32.5343,53.1217
"Abadeh (Richoz et al., 2010)",6,-3440,3.74,-5.11,Graz,C. leveni,A,"Richoz, S., Krystyn, L., Baud, A., Brandner, R., Horacek, M., and Mohtat-Aghai, P.: Permian–Triassic boundary interval in the Middle East (Iran and N. Oman): Progressive environmental change from detailed carbonate carbon isotope marine curve and sedimentary evolution, Journal of Asian Earth Sciences, 39, 236–253, doi:10.1016/j.jseaes.2009.12.014, http://linkinghub.elsevier.com/retrieve/pii/S1367912009002685, 2010",Abadeh,Iran,NA,NA,VPDB,micrite bulk carbonate,0.1,0.1,32.5343,53.1217
"Abadeh (Richoz et al., 2010)",10,-3030,4.35,-5.3,Graz,C. leveni,A,"Richoz, S., Krystyn, L., Baud, A., Brandner, R., Horacek, M., and Mohtat-Aghai, P.: Permian–Triassic boundary interval in the Middle East (Iran and N. Oman): Progressive environmental change from detailed carbonate carbon isotope marine curve and sedimentary evolution, Journal of Asian Earth Sciences, 39, 236–253, doi:10.1016/j.jseaes.2009.12.014, http://linkinghub.elsevier.com/retrieve/pii/S1367912009002685, 2010",Abadeh,Iran,NA,NA,VPDB,micrite bulk carbonate,0.1,0.1,32.5343,53.1217
